x,z,Density,Nu_Tilde,Pressure,Temperature,U,W,dUdX,dWdX,dUdZ,dWdZ,d2UdX2,d2WdZ2,dNu_tdX,dNu_tdZ
0.453688,0.000249257,1.32207,0.000275732,114458,301.595,37.9364,0.00149828,-7.46811,-0.00383288,27327.9,7.5823,19.6133,5120.17,-2.19056E-05,1.03336
0.48243,0.000249257,1.32203,0.000275099,114458,301.602,37.73,0.00139577,-6.94509,-0.00336159,27159.6,7.05674,17.1055,4537.32,-2.20529E-05,1.0349
0.513407,0.000249257,1.322,0.000274415,114458,301.61,37.5233,0.00129891,-6.45394,-0.00294527,26995.4,6.56372,14.9053,4006.45,-2.20102E-05,1.03596
0.54692,0.000249257,1.32196,0.00027368,114457,301.617,37.3155,0.00120721,-5.99112,-0.00257837,26834.6,6.09979,12.9803,3522.23,-2.17684E-05,1.03658
0.583328,0.000249257,1.32192,0.000272895,114457,301.624,37.1062,0.00112002,-5.55362,-0.0022535,26676.7,5.66109,11.293,3082.13,-2.13391E-05,1.03675
0.623058,0.000249257,1.32189,0.000272058,114456,301.632,36.8947,0.00103707,-5.13862,-0.00196528,26521,5.24487,9.81304,2681.96,-2.07668E-05,1.0365
0.666625,0.000249257,1.32185,0.000271168,114456,301.639,36.6803,0.000957754,-4.74365,-0.00169938,26367,4.84766,8.47477,2317.42,-2.00687E-05,1.03583
0.714658,0.000249257,1.32181,0.000270225,114455,301.646,36.4626,0.000883068,-4.37045,-0.00143335,26214.5,4.47316,7.14832,1984.94,-0.000019241,1.03473
0.767927,0.000249257,1.32177,0.000269226,114455,301.654,36.2402,0.000814524,-4.02958,-0.00116981,26062.7,4.13122,5.81174,1697.4,-1.84077E-05,1.03322
0.827392,0.000249257,1.32173,0.000268156,114454,301.661,36.0111,0.000753445,-3.7266,-0.000997955,25909.7,3.82906,4.81796,1463.72,-0.000017786,1.03125
0.894263,0.000249257,1.32169,0.000266983,114454,301.669,35.7724,0.000689123,-3.42733,-0.000949925,25752.2,3.51983,4.53779,1263.43,-1.72378E-05,1.02873
0.970084,0.000249257,1.32164,0.000265705,114453,301.677,35.526,0.000618237,-3.07733,-0.000826551,25590.2,3.17229,4.2001,1014.28,-1.62066E-05,1.02562
1.05491,0.000249257,1.3216,0.000264398,114452,301.685,35.2829,0.000559381,-2.76426,-0.000591492,25433.5,2.88387,3.04343,795.953,-1.49277E-05,1.02212
1.14083,0.000249257,1.32156,0.000263157,114451,301.692,35.0543,0.000517558,-2.55968,-0.000461204,25291.6,2.67706,2.30693,634.86,-1.39438E-05,1.01853
1.22675,0.000249257,1.32152,0.000262002,114450,301.699,34.843,0.000480131,-2.36786,-0.000429516,25164,2.48896,2.12692,493.989,-1.29976E-05,1.01501
1.31266,0.000249257,1.32148,0.000260924,114450,301.705,34.6475,0.000443752,-2.1942,-0.000397337,25048.1,2.31204,1.92264,387.541,-1.21625E-05,1.0116
1.39858,0.000249257,1.32145,0.000259912,114449,301.711,34.466,0.000411855,-2.03748,-0.000360424,24942.1,2.15553,1.74644,294.037,-1.14052E-05,1.00831
1.4845,0.000249257,1.32142,0.000258964,114448,301.716,34.2973,0.000381819,-1.8941,-0.000312912,24844.8,2.00965,1.551,207.889,-1.06448E-05,1.00514
1.57042,0.000249257,1.32139,0.000258083,114447,301.721,34.1405,0.000358086,-1.77097,-0.000205882,24756.4,1.88919,1.02938,108.861,-9.7662E-06,1.00212
1.65633,0.000249257,1.32136,0.000257286,114446,301.725,33.993,0.000346441,-1.71722,9.47013E-05,24677.7,1.82945,-0.251289,25.2521,-8.88565E-06,0.999342
1.74225,0.000249257,1.32133,0.000256556,114445,301.729,33.8454,0.000374359,-1.81415,0.000449935,24606.9,1.94056,-2.01172,-70.0743,-0.000008168,0.996758
1.82817,0.000249257,1.3213,0.000255882,114445,301.734,33.6813,0.000423756,-2.0629,0.000705498,24544.2,2.14887,-1.42705,-276.855,-6.24317E-06,0.994214
1.91408,0.000249257,1.32125,0.000255484,114442,301.74,33.491,0.000495587,-2.05936,0.0002549,24521,2.2211,0.928631,-1529.53,1.96827E-06,0.991724
0.378498,0.00031827,1.32244,0.000347294,114460,301.512,40.2885,0.00250204,-9.82029,-0.00772283,21779.7,9.89001,31.7626,7406.32,-6.46689E-06,0.985201
0.401925,0.00031827,1.3224,0.000347093,114459,301.521,40.0673,0.00233332,-9.1291,-0.00679275,21606.1,9.19572,27.7503,6627.22,-1.00532E-05,0.991306
0.426926,0.00031827,1.32236,0.0003468,114459,301.529,39.8479,0.002175,-8.48462,-0.00596905,21438.8,8.54884,24.234,5922.36,-1.29304E-05,0.996763
0.453688,0.00031827,1.32232,0.000346418,114458,301.537,39.6297,0.00202626,-7.88282,-0.00523166,21277.1,7.9447,21.1236,5286.06,-1.52091E-05,1.00161
0.48243,0.00031827,1.32228,0.00034595,114458,301.545,39.412,0.00188656,-7.32029,-0.00457495,21120.3,7.37963,18.3796,4711.96,-1.70256E-05,1.00586
0.513407,0.00031827,1.32224,0.000345396,114458,301.553,39.1942,0.00175498,-6.79324,-0.00399677,20967.8,6.84949,15.9786,4193.67,-1.84407E-05,1.00954
0.54692,0.00031827,1.3222,0.000344757,114457,301.561,38.9757,0.00163072,-6.29775,-0.00349082,20819.1,6.35083,13.8823,3724.68,-1.94461E-05,1.01263
0.583328,0.00031827,1.32216,0.000344033,114457,301.569,38.7558,0.0015128,-5.83048,-0.00304722,20673.5,5.88029,12.0494,3299.28,-2.00652E-05,1.01518
0.623058,0.00031827,1.32212,0.000343227,114456,301.577,38.5339,0.00140066,-5.38827,-0.00265719,20530.6,5.43555,10.4477,2910.37,-2.03757E-05,1.0172
0.666625,0.00031827,1.32208,0.000342335,114456,301.585,38.3093,0.0012934,-4.96823,-0.00229916,20389.9,5.01324,9.00693,2551.84,-2.04169E-05,1.01867
0.714658,0.00031827,1.32204,0.000341357,114455,301.593,38.0814,0.00119229,-4.57195,-0.00193963,20251,4.61665,7.58485,2220.6,-2.01835E-05,1.01961
0.767927,0.00031827,1.322,0.000340293,114455,301.601,37.849,0.0010996,-4.21066,-0.00158006,20113.4,4.25591,6.14983,1929.4,-1.98283E-05,1.02002
0.827392,0.00031827,1.32196,0.000339125,114454,301.609,37.6096,0.00101725,-3.89086,-0.00134027,19975.5,3.93812,5.07263,1689.13,-1.96383E-05,1.01989
0.894263,0.00031827,1.32191,0.000337813,114454,301.618,37.3605,0.000931306,-3.57688,-0.00127178,19834.3,3.61462,4.75906,1482.32,-1.94676E-05,1.0191
0.970084,0.00031827,1.32186,0.000336351,114453,301.626,37.1034,0.000836151,-3.20997,-0.00110941,19690,3.24909,4.41302,1240.11,-1.86673E-05,1.01762
1.05491,0.00031827,1.32182,0.000334831,114452,301.635,36.8499,0.000757169,-2.8799,-0.000794605,19551.1,2.94465,3.21419,1029.45,-1.75039E-05,1.01555
1.14083,0.00031827,1.32178,0.000333364,114451,301.643,36.612,0.000700897,-2.66325,-0.000622058,19425.6,2.72604,2.43576,871.276,-1.65647E-05,1.01313
1.22675,0.00031827,1.32173,0.000331984,114450,301.65,36.3923,0.000650279,-2.46136,-0.000578546,19313.1,2.52812,2.23388,731.617,-1.55864E-05,1.01059
1.31266,0.00031827,1.3217,0.000330686,114450,301.657,36.1891,0.000601483,-2.2794,-0.000533607,19211.1,2.34403,2.01255,620.906,-1.46927E-05,1.008
1.39858,0.00031827,1.32166,0.00032946,114449,301.663,36.0006,0.000558587,-2.11553,-0.000483968,19118,2.18133,1.8274,523.627,-1.38648E-05,1.0054
1.4845,0.00031827,1.32162,0.000328303,114448,301.668,35.8255,0.000518321,-1.96539,-0.000421639,19032.7,2.02957,1.63155,435.481,-1.30164E-05,1.00283
1.57042,0.00031827,1.32159,0.000327223,114447,301.674,35.6629,0.000486135,-1.83518,-0.0002795,18955.2,1.90212,1.10899,340.714,-1.20034E-05,1.00031
1.65633,0.00031827,1.32156,0.000326241,114446,301.678,35.5102,0.000470294,-1.77483,0.000114481,18886,1.83606,-0.180375,261.51,-1.09665E-05,0.997949
1.74225,0.00031827,1.32153,0.000325339,114445,301.683,35.3579,0.000505807,-1.86617,0.000576378,18823.4,1.94028,-1.89026,184.967,-1.01697E-05,0.995734
1.82817,0.00031827,1.3215,0.000324493,114445,301.689,35.1895,0.000569335,-2.09964,0.000805801,18765.9,2.13597,-0.964351,56.9498,-8.23186E-06,0.993525
1.91408,0.00031827,1.32145,0.000323924,114442,301.695,34.9971,0.000644271,-2.03188,0.00016193,18732,2.13704,1.60267,-724.56,-1.66206E-07,0.991349
0.378498,0.000406325,1.32272,0.000432498,114460,301.449,42.029,0.00339346,-10.4942,-0.0106191,17324,10.5481,34.8383,7355.68,2.37151E-05,0.928016
0.401925,0.000406325,1.32268,0.000432947,114459,301.458,41.7929,0.00316188,-9.73716,-0.00931377,17159.3,9.78391,30.3596,6606.03,1.56977E-05,0.937726
0.426926,0.000406325,1.32263,0.000433242,114459,301.467,41.5591,0.00294509,-9.03313,-0.00816755,17001,9.07334,26.4421,5928.46,8.87549E-06,0.946716
0.453688,0.000406325,1.32259,0.000433391,114459,301.476,41.327,0.00274175,-8.37749,-0.00715046,16848.4,8.41205,22.9878,5314.73,3.08594E-06,0.95502
0.48243,0.000406325,1.32255,0.000433398,114458,301.485,41.0959,0.00255087,-7.76621,-0.00624987,16700.8,7.79634,19.951,4756.87,-1.87841E-06,0.962652
0.513407,0.000406325,1.3225,0.000433264,114458,301.494,40.865,0.00237116,-7.19491,-0.00545779,16557.9,7.22163,17.3007,4248.53,-6.11173E-06,0.969612
0.54692,0.000406325,1.32246,0.000432991,114457,301.503,40.6338,0.00220153,-6.65922,-0.00476214,16419,6.68352,14.9911,3785.13,-9.60011E-06,0.975908
0.583328,0.000406325,1.32242,0.000432581,114457,301.511,40.4015,0.00204081,-6.15542,-0.00414897,16283.6,6.17747,12.9765,3364.15,-1.23788E-05,0.981557
0.623058,0.000406325,1.32237,0.000432037,114456,301.52,40.1674,0.00188833,-5.67994,-0.0036083,16151.3,5.69979,11.2225,2981.86,-1.45742E-05,0.986574
0.666625,0.000406325,1.32233,0.000431356,114456,301.529,39.9309,0.00174294,-5.22938,-0.00311381,16021.7,5.2462,9.65385,2633.84,-1.62599E-05,0.99095
0.714658,0.000406325,1.32229,0.000430538,114455,301.537,39.6912,0.00160617,-4.8051,-0.0026208,15894.4,4.81983,8.1146,2316.5,-0.000017425,0.994678
0.767927,0.000406325,1.32224,0.000429585,114455,301.546,39.4471,0.00148112,-4.419,-0.00212972,15769,4.43244,6.56166,2037.77,-1.82511E-05,0.997773
0.827392,0.000406325,1.3222,0.000428474,114454,301.555,39.1961,0.00137027,-4.07861,-0.00179943,15644.1,4.09274,5.38452,1804.42,-1.91149E-05,1.00021
0.894263,0.000406325,1.32215,0.00042716,114454,301.565,38.9352,0.00125529,-3.74662,-0.00170612,15517.3,3.75103,5.027,1599.01,-1.98811E-05,1.00191
0.970084,0.000406325,1.32209,0.000425631,114453,301.574,38.6659,0.0011272,-3.35954,-0.00149428,15388.7,3.36517,4.66475,1365.07,-1.98285E-05,1.00279
1.05491,0.000406325,1.32204,0.000423983,114452,301.583,38.4008,0.00102072,-3.00961,-0.00107217,15265.9,3.04334,3.41288,1162.98,-1.92203E-05,1.00282
1.14083,0.000406325,1.322,0.00042235,114451,301.592,38.1524,0.000944696,-2.779,-0.000840545,15155.4,2.8115,2.58462,1012.32,-1.86124E-05,1.00217
1.22675,0.000406325,1.32196,0.000420785,114450,301.6,37.9233,0.000876284,-2.56548,-0.000777752,15056.8,2.60143,2.35708,882.991,-1.78029E-05,1.00111
1.31266,0.000406325,1.32191,0.000419291,114450,301.607,37.7116,0.000811052,-2.37397,-0.000713677,14967.8,2.40722,2.11564,781.149,-1.69992E-05,0.999781
1.39858,0.000406325,1.32188,0.000417864,114449,301.613,37.5154,0.00075365,-2.20194,-0.000647264,14886.9,2.23554,1.91909,693.186,-1.62153E-05,0.998266
1.4845,0.000406325,1.32184,0.000416504,114448,301.62,37.3332,0.00069983,-2.04421,-0.000567397,14813,2.07586,1.72112,613.739,-1.53696E-05,0.996623
1.57042,0.000406325,1.3218,0.000415223,114447,301.625,37.1641,0.000656152,-1.9062,-0.000381879,14745.9,1.94042,1.19583,529.39,-1.42838E-05,0.994908
1.65633,0.000406325,1.32177,0.00041405,114446,301.63,37.0057,0.00063421,-1.83872,0.000130551,14686.1,1.86806,-0.10821,457.294,-1.31207E-05,0.993238
1.74225,0.000406325,1.32174,0.000412968,114445,301.636,36.8481,0.000678585,-1.92479,0.000725369,14631.8,1.96679,-1.79066,394.2,-0.000012261,0.991641
1.82817,0.000406325,1.32171,0.000411943,114445,301.641,36.6749,0.000758853,-2.14642,0.000889946,14581,2.15418,-0.605144,314.467,-1.03004E-05,0.990029
1.91408,0.000406325,1.32165,0.000411198,114442,301.648,36.4793,0.000831508,-2.02878,-2.64458E-05,14544.8,2.09993,2.12704,-183.152,-2.30312E-06,0.988492
0.378498,0.000518692,1.32302,0.000534042,114460,301.381,43.8071,0.00460802,-11.3145,-0.0147251,13964.5,11.3665,38.6391,7196.88,8.10497E-05,0.852784
0.401925,0.000518692,1.32297,0.000535743,114459,301.391,43.5528,0.0042871,-10.4759,-0.012896,13806.8,10.5211,33.591,6467.63,6.60149E-05,0.866301
0.426926,0.000518692,1.32292,0.000537208,114459,301.401,43.3015,0.00398725,-9.69805,-0.0112838,13655.4,9.73756,29.1807,5805.24,5.28167E-05,0.879104
0.453688,0.000518692,1.32287,0.000538447,114459,301.411,43.0526,0.00370677,-8.97559,-0.00984962,13509.6,9.00975,25.3026,5204.86,0.000041233,0.891218
0.48243,0.000518692,1.32283,0.000539466,114458,301.421,42.8053,0.00344431,-8.30372,-0.00858014,13369,8.33254,21.9041,4660.7,3.09639E-05,0.902653
0.513407,0.000518692,1.32278,0.000540266,114458,301.431,42.5588,0.00319808,-7.67741,-0.00746752,13233,7.70056,18.9446,4167.21,2.18787E-05,0.913395
0.54692,0.000518692,1.32273,0.000540847,114457,301.441,42.3123,0.00296642,-7.09173,-0.00649707,13101.3,7.10932,16.3693,3719.41,0.000014014,0.923441
0.583328,0.000518692,1.32269,0.000541216,114457,301.45,42.0652,0.00274745,-6.54255,-0.0056498,12973.4,6.55474,14.1272,3312.96,7.33007E-06,0.932804
0.623058,0.000518692,1.32264,0.000541377,114456,301.46,41.8167,0.00253994,-6.0258,-0.0049096,12848.8,6.03354,12.182,2942.37,1.63617E-06,0.94149
0.666625,0.000518692,1.32259,0.000541324,114456,301.469,41.566,0.00234217,-5.53751,-0.0042368,12727.3,5.54134,10.4529,2602.27,-0.000003188,0.949476
0.714658,0.000518692,1.32254,0.000541057,114455,301.479,41.3124,0.00215601,-5.07869,-0.00356507,12608.5,5.08076,8.76859,2289.52,-7.11436E-06,0.956743
0.767927,0.000518692,1.32249,0.000540578,114455,301.489,41.0547,0.00198606,-4.66193,-0.00289055,12492.1,4.6637,7.07267,2012.05,-1.03437E-05,0.963297
0.827392,0.000518692,1.32244,0.000539865,114454,301.499,40.7902,0.00183593,-4.29584,-0.00242683,12376.9,4.29884,5.77419,1778,-1.33585E-05,0.969118
0.894263,0.000518692,1.32239,0.000538859,114454,301.509,40.5156,0.00168173,-3.94132,-0.00229088,12261.1,3.93415,5.35822,1572.87,-1.60639E-05,0.974119
0.970084,0.000518692,1.32233,0.000537544,114453,301.519,40.2325,0.00150946,-3.52967,-0.00201011,12144.7,3.52179,4.96834,1349.23,-0.000017726,0.978206
1.05491,0.000518692,1.32228,0.000536001,114452,301.529,39.9542,0.00136616,-3.1561,-0.00144456,12034.3,3.17693,3.64866,1159.18,-1.85217E-05,0.981135
1.14083,0.000518692,1.32223,0.00053438,114451,301.538,39.694,0.00126357,-2.909,-0.00113577,11935.7,2.92814,2.76002,1017.46,-1.88111E-05,0.982959
1.22675,0.000518692,1.32219,0.000532769,114450,301.547,39.4544,0.001171,-2.68183,-0.00104836,11848.1,2.70413,2.50166,895.596,-1.85868E-05,0.984002
1.31266,0.000518692,1.32214,0.000531186,114450,301.555,39.2332,0.00108342,-2.47913,-0.000958763,11769.6,2.49938,2.2359,797.755,-1.81926E-05,0.984478
1.39858,0.000518692,1.3221,0.000529642,114449,301.562,39.0284,0.00100625,-2.29763,-0.000869048,11698.6,2.31878,2.02459,713.939,-0.000017706,0.984527
1.4845,0.000518692,1.32206,0.000528144,114448,301.569,38.8384,0.000934091,-2.13124,-0.000764674,11633.9,2.1509,1.82219,639.896,-1.70701E-05,0.984243
1.57042,0.000518692,1.32203,0.000526709,114447,301.575,38.6622,0.000874853,-1.98452,-0.000520986,11575.4,2.00642,1.29256,564.661,-1.60696E-05,0.983708
1.65633,0.000518692,1.32199,0.000525383,114446,301.58,38.4974,0.000844568,-1.90914,0.000145795,11523.3,1.92592,-0.030402,500.684,-1.48813E-05,0.983063
1.74225,0.000518692,1.32196,0.000524152,114445,301.586,38.3341,0.000899906,-1.98974,0.000910612,11476.1,2.01751,-1.70222,448.917,-1.40096E-05,0.982381
1.82817,0.000518692,1.32193,0.000522975,114445,301.592,38.1555,0.00100104,-2.20164,0.000964533,11431.8,2.19695,-0.310165,397.826,-1.20032E-05,0.981644
1.91408,0.000518692,1.32187,0.00052209,114442,301.599,37.9558,0.00106565,-2.04304,-0.000313255,11396.8,2.09579,2.5588,65.355,-4.04183E-06,0.981014
0.356482,0.000662092,1.3234,0.000647646,114460,301.296,45.9271,0.00676791,-13.336,-0.0235385,11545.8,13.4199,49.9127,7707.19,0.000206127,0.742514
0.378498,0.000662092,1.32334,0.000651847,114460,301.308,45.6458,0.0062871,-12.3194,-0.0205286,11388.2,12.3909,43.2887,6952.54,0.000178297,0.760308
0.401925,0.000662092,1.32329,0.000655696,114459,301.319,45.3692,0.00584052,-11.3809,-0.0179243,11236.9,11.4404,37.5603,6264.56,0.000153074,0.777447
0.426926,0.000662092,1.32323,0.000659207,114459,301.331,45.0966,0.0054244,-10.5122,-0.0156458,11091.5,10.5607,32.5565,5637.74,0.00013047,0.793952
0.453688,0.000662092,1.32318,0.000662396,114459,301.342,44.8272,0.00503591,-9.70719,-0.0136358,10951.5,9.74606,28.1654,5066.15,0.000110188,0.80985
0.48243,0.000662092,1.32313,0.00066527,114458,301.353,44.56,0.0046728,-8.96027,-0.0118667,10816.4,8.99109,24.3269,4543.47,9.18084E-05,0.825142
0.513407,0.000662092,1.32307,0.000667824,114458,301.364,44.2943,0.00433241,-8.26559,-0.0103181,10685.8,8.28977,20.9891,4064.68,7.51614E-05,0.839809
0.54692,0.000662092,1.32302,0.000670061,114457,301.375,44.0293,0.00401251,-7.61767,-0.00896285,10559.5,7.63652,18.0865,3626.51,6.03349E-05,0.853839
0.583328,0.000662092,1.32297,0.000671987,114457,301.385,43.7642,0.00371083,-7.01189,-0.00777397,10437,7.02589,15.5624,3227.11,4.73011E-05,0.867237
0.623058,0.000662092,1.32292,0.000673606,114456,301.396,43.4982,0.0034258,-6.44367,-0.00673303,10317.9,6.45303,13.3788,2863.54,3.57889E-05,0.880002
0.666625,0.000662092,1.32287,0.00067491,114456,301.407,43.2304,0.00315516,-5.90832,-0.00579134,10202,5.91236,11.4493,2531.86,2.56187E-05,0.892098
0.714658,0.000662092,1.32281,0.000675893,114455,301.417,42.9602,0.0029011,-5.40644,-0.00485989,10089.1,5.40621,9.58535,2228.81,0.000016859,0.903487
0.767927,0.000662092,1.32276,0.000676559,114455,301.428,42.6863,0.00266981,-4.9513,-0.00392991,9978.91,4.94817,7.71531,1959.18,9.31651E-06,0.914163
0.827392,0.000662092,1.32271,0.000676882,114454,301.439,42.4057,0.00246601,-4.55265,-0.00328472,9870.5,4.54886,6.26867,1728.27,2.39759E-06,0.924101
0.894263,0.000662092,1.32265,0.000676792,114454,301.45,42.115,0.00225813,-4.16944,-0.00309337,9762.27,4.1547,5.77557,1522,-3.88793E-06,0.933218
0.970084,0.000662092,1.32259,0.000676255,114453,301.461,41.8158,0.00202504,-3.72726,-0.00272183,9654.51,3.71135,5.34239,1301.28,-8.91318E-06,0.941369
1.05491,0.000662092,1.32253,0.000675308,114452,301.472,41.5223,0.00183077,-3.32494,-0.00195989,9553.11,3.34054,3.93457,1115.56,-1.25989E-05,0.948058
1.14083,0.000662092,1.32248,0.0006741,114451,301.482,41.2485,0.00169142,-3.05794,-0.00154126,9462.97,3.07223,2.97143,978.172,-1.47935E-05,0.953154
1.22675,0.000662092,1.32243,0.000672766,114450,301.492,40.9969,0.00156593,-2.81435,-0.00141382,9383.4,2.83094,2.67545,862.27,-1.59255E-05,0.957028
1.31266,0.000662092,1.32238,0.000671363,114450,301.5,40.7649,0.00144848,-2.5982,-0.00128575,9312.46,2.6118,2.37984,769.656,-1.65501E-05,0.959969
1.39858,0.000662092,1.32234,0.000669922,114449,301.508,40.5504,0.001345,-2.40541,-0.00116464,9248.62,2.41879,2.14922,691.388,-1.68545E-05,0.962176
1.4845,0.000662092,1.3223,0.000668467,114448,301.515,40.3516,0.00124835,-2.22889,-0.00103083,9190.85,2.2402,1.93929,622.68,-1.68407E-05,0.96379
1.57042,0.000662092,1.32226,0.000667028,114447,301.522,40.1674,0.00116787,-2.07218,-0.000715014,9138.71,2.08539,1.40364,553.724,-1.62603E-05,0.964921
1.65633,0.000662092,1.32222,0.000665673,114446,301.528,39.9955,0.00112549,-1.9877,0.000148796,9092.35,1.99646,0.0587041,493.233,-1.52894E-05,0.965735
1.74225,0.000662092,1.32219,0.000664401,114445,301.534,39.8259,0.00119343,-2.06209,0.00113051,9050.64,2.08167,-1.61496,444.738,-0.00001455,0.966354
1.82817,0.000662092,1.32215,0.000663173,114445,301.541,39.6412,0.00131975,-2.26521,0.00101152,9011.53,2.25551,-0.0500146,404.873,-1.25106E-05,0.966841
1.91408,0.000662092,1.32209,0.000662251,114442,301.548,39.4366,0.00136725,-2.07068,-0.000748391,8978.94,2.11416,2.93876,166.453,-0.000004772,0.967431
0.356482,0.000845106,1.32376,0.000776416,114460,301.214,47.8784,0.00930938,-14.6951,-0.0332002,9537.99,14.8043,56.3586,7327.18,0.000372818,0.632134
0.378498,0.000845106,1.32369,0.00078411,114460,301.228,47.5687,0.00863149,-13.5476,-0.0289278,9388.58,13.6418,48.8492,6635.74,0.000330186,0.65298
0.401925,0.000845106,1.32363,0.00079134,114459,301.241,47.2649,0.0080026,-12.489,-0.0252203,9244.67,12.5705,42.3386,5997.39,0.000291061,0.673282
0.426926,0.000845106,1.32357,0.000798123,114459,301.254,46.9661,0.00741774,-11.5106,-0.0219637,9105.89,11.581,36.6438,5410.35,0.000255496,0.693071
0.453688,0.000845106,1.32351,0.000804481,114459,301.267,46.6714,0.00687324,-10.6053,-0.0190843,8971.89,10.6655,31.6505,4871.92,0.000223089,0.71238
0.48243,0.000845106,1.32345,0.000810419,114458,301.279,46.3799,0.00636599,-9.76675,-0.016551,8842.32,9.81711,27.2921,4378.04,0.000193249,0.731216
0.513407,0.000845106,1.32339,0.000815932,114458,301.292,46.0907,0.00589222,-8.98816,-0.0143401,8716.9,9.0287,23.5035,3924.96,0.000165759,0.74956
0.54692,0.000845106,1.32333,0.000821016,114457,301.304,45.8029,0.0054485,-8.26349,-0.0124166,8595.37,8.29461,20.2069,3509.8,0.000140788,0.767402
0.583328,0.000845106,1.32328,0.00082568,114457,301.316,45.5157,0.00503126,-7.58769,-0.0107435,8477.44,7.60993,17.3405,3129.97,0.000118337,0.784751
0.623058,0.000845106,1.32322,0.000829927,114456,301.328,45.2282,0.00463776,-6.95559,-0.00929133,8362.83,6.97016,14.8655,2781.73,9.80274E-05,0.801606
0.666625,0.000845106,1.32316,0.000833741,114456,301.339,44.9396,0.00426451,-6.36171,-0.00798675,8251.28,6.3695,12.6897,2460.88,7.96025E-05,0.817925
0.714658,0.000845106,1.3231,0.000837109,114455,301.351,44.6491,0.00391415,-5.80615,-0.0066983,8142.68,5.80953,10.6062,2164.7,6.32021E-05,0.833659
0.767927,0.000845106,1.32305,0.000840032,114455,301.363,44.3554,0.00359562,-5.30284,-0.00540475,8036.86,5.30396,8.52554,1898.19,4.86839E-05,0.848795
0.827392,0.000845106,1.32299,0.000842478,114454,301.375,44.0554,0.00331593,-4.86282,-0.0044876,7933.1,4.86344,6.89909,1667.56,3.53524E-05,0.863306
0.894263,0.000845106,1.32292,0.000844364,114454,301.387,43.7453,0.00303369,-4.44285,-0.00419948,7830.11,4.43145,6.30643,1460.96,2.30661E-05,0.877111
0.970084,0.000845106,1.32286,0.000845625,114453,301.4,43.4269,0.0027173,-3.96221,-0.00369536,7728.3,3.94718,5.8098,1245.42,1.21321E-05,0.890012
1.05491,0.000845106,1.3228,0.000846187,114452,301.412,43.1154,0.00245344,-3.52438,-0.00266501,7633.05,3.54185,4.28677,1066.59,3.2003E-06,0.901213
1.14083,0.000845106,1.32274,0.000846161,114451,301.423,42.8256,0.00226364,-3.23296,-0.00209953,7548.71,3.24825,3.23069,934.387,-2.52112E-06,0.910343
1.22675,0.000845106,1.32268,0.000845753,114450,301.434,42.5599,0.00209267,-2.96924,-0.00191892,7474.56,2.98627,2.88868,822.031,-6.29654E-06,0.917784
1.31266,0.000845106,1.32263,0.000845079,114450,301.443,42.3154,0.0019339,-2.73659,-0.001738,7408.76,2.75105,2.55617,730.535,-8.98783E-06,0.92389
1.39858,0.000845106,1.32259,0.000844209,114449,301.451,42.0896,0.00179402,-2.53,-0.00157179,7349.85,2.54465,2.30033,653.374,-1.09523E-05,0.928915
1.4845,0.000845106,1.32254,0.000843197,114448,301.459,41.8807,0.00166381,-2.34131,-0.00139539,7296.78,2.35416,2.07873,586.702,-1.23019E-05,0.933044
1.57042,0.000845106,1.3225,0.000842095,114447,301.466,41.6873,0.00155425,-2.1728,-0.000981963,7249.03,2.18707,1.5351,522.125,-1.27684E-05,0.936414
1.65633,0.000845106,1.32246,0.000841003,114446,301.473,41.5073,0.00149508,-2.07753,0.000140047,7206.65,2.08688,0.165775,465.131,-1.25062E-05,0.939212
1.74225,0.000845106,1.32243,0.000839946,114445,301.48,41.3303,0.00157831,-2.14432,0.0014035,7168.75,2.16277,-1.51954,419.694,-1.22245E-05,0.941609
1.82817,0.000845106,1.32239,0.000838902,114445,301.487,41.1388,0.00173625,-2.33864,0.00103055,7133.49,2.32921,0.197969,385.834,-1.02622E-05,0.943752
1.91408,0.000845106,1.32232,0.000838183,114442,301.494,40.9285,0.0017554,-2.1103,-0.00136272,7103.19,2.14893,3.29708,204.166,-3.37272E-06,0.945954
0.0980356,0.00107868,1.3263,0.000528033,114466,300.652,59.1702,0.0658423,-80.9381,-0.76077,10769.9,82.0904,761.053,3900.83,0.00348732,-0.0399542
0.108291,0.00107868,1.3261,0.000561988,114466,300.696,58.3805,0.0587577,-73.5654,-0.636057,10696.1,74.643,678.846,8658.85,0.00316015,-0.000236088
0.118848,0.00107868,1.32592,0.000593672,114465,300.737,57.6421,0.0526519,-66.8444,-0.53345,10583.1,67.8377,598.787,11759.2,0.00286622,0.0383686
0.129728,0.00107868,1.32575,0.000623305,114465,300.774,56.9505,0.0473641,-60.7645,-0.449047,10442.9,61.672,524.68,13644.4,0.0026016,0.07574
0.140958,0.00107868,1.3256,0.00065107,114465,300.809,56.3014,0.042761,-55.2784,-0.379627,10284.3,56.1044,458.322,14640.6,0.00236243,0.111797
0.152563,0.00107868,1.32545,0.00067713,114464,300.841,55.691,0.0387287,-50.332,-0.322256,10114.1,51.0814,399.355,15009.3,0.00214671,0.14654
0.164573,0.00107868,1.32531,0.000701649,114464,300.871,55.1155,0.0351803,-45.8789,-0.274259,9937.35,46.5562,347.011,14952.4,0.00195283,0.180047
0.177022,0.00107868,1.32519,0.000724782,114464,300.899,54.5714,0.0320474,-41.8746,-0.233885,9757.28,42.4836,301.039,14606.9,0.00177799,0.212403
