Epoch,Learning rate,Training loss,Testing loss,RANS loss,BC loss,Sample loss
7.938000000000000000e+03,4.782969000000002012e-05,2.432427415145014038e+03,1.205395751019965900e+02,5.140832812500000237e+00,2.293183326721191406e+00,1.280696538722935784e+01
7.987000000000000000e+03,4.782969000000002012e-05,2.432307587480814618e+03,1.206523278308240492e+02,5.141706250000000367e+00,2.265555381774902344e+00,1.281763349706319843e+01
8.036000000000000000e+03,4.304672100000002014e-05,2.432166285858354058e+03,1.203642261629608470e+02,5.016979687500000118e+00,2.243683624267578391e+00,1.278789781736863951e+01
8.085000000000000000e+03,4.304672100000002014e-05,2.431988455101821273e+03,1.200996376487264143e+02,4.931339843750000007e+00,2.222574615478515536e+00,1.276163033364003141e+01
8.134000000000000000e+03,4.304672100000002014e-05,2.431858448590843636e+03,1.202384890023358679e+02,4.885719140625000456e+00,2.199330520629882990e+00,1.277449034887439439e+01
8.183000000000000000e+03,4.304672100000002014e-05,2.431730026015046406e+03,1.201967578333562159e+02,4.832728906249999845e+00,2.177154731750488459e+00,1.276980713523486344e+01
8.232000000000000000e+03,4.304672100000002014e-05,2.431605756974934138e+03,1.201045162268770099e+02,4.773029687500000229e+00,2.156534004211426048e+00,1.276018675775717881e+01
8.281000000000000000e+03,4.304672100000002014e-05,2.431544131814086995e+03,1.202794493951912074e+02,4.798845312500000126e+00,2.133620834350586026e+00,1.277703394897076628e+01
8.330000000000000000e+03,4.304672100000002014e-05,2.431569382429419420e+03,1.199062233287649661e+02,4.666548828125000270e+00,2.116024971008300781e+00,1.273965748146831878e+01
8.379000000000000000e+03,4.304672100000002014e-05,2.431360275610863482e+03,1.199659904793005722e+02,4.629706640624999814e+00,2.093415069580078391e+00,1.274435484322405721e+01
8.428000000000000000e+03,4.304672100000002014e-05,2.431311171609608209e+03,1.200634254352573009e+02,4.624393359375000401e+00,2.071610260009765891e+00,1.275340966511434360e+01
8.477000000000000000e+03,4.304672100000002014e-05,2.431225827133560415e+03,1.201689613163857615e+02,4.608898828125000513e+00,2.050480651855469016e+00,1.276367106476186564e+01
8.526000000000000000e+03,4.304672100000002014e-05,2.431034948240293033e+03,1.197402390949555269e+02,4.467989062500000053e+00,2.033248710632324485e+00,1.272011241286417693e+01
8.575000000000000000e+03,4.304672100000002014e-05,2.430955684289986493e+03,1.199060894866497762e+02,4.479051562500000472e+00,2.012201499938965021e+00,1.273636705607393083e+01
8.624000000000000000e+03,4.304672100000002014e-05,2.430794669570329916e+03,1.195622628745311005e+02,4.369478125000000546e+00,1.994511413574218794e+00,1.270185363113382593e+01
8.673000000000000000e+03,4.304672100000002014e-05,2.430730867807296363e+03,1.197700386039245899e+02,4.369164843750000138e+00,1.972512245178222656e+00,1.272150623530494151e+01
8.722000000000000000e+03,4.304672100000002014e-05,2.430647981539030297e+03,1.196445512372670947e+02,4.298598828124999827e+00,1.953334999084472834e+00,1.270846151835674931e+01
8.771000000000000000e+03,4.304672100000002014e-05,2.430566683533257674e+03,1.194782405900524509e+02,4.232915625000000404e+00,1.933683586120605646e+00,1.269105954459250540e+01
8.820000000000000000e+03,4.304672100000002014e-05,2.430428956213540459e+03,1.194513946936446160e+02,4.193616015625000415e+00,1.914643669128418102e+00,1.268797786930199401e+01
8.869000000000000000e+03,4.304672100000002014e-05,2.430372057291860074e+03,1.194498878235450121e+02,4.151925781250000114e+00,1.894207763671875044e+00,1.268721243321987835e+01
8.918000000000000000e+03,4.304672100000002014e-05,2.430367433223953412e+03,1.194920675016818166e+02,4.134642968750000591e+00,1.872900199890136896e+00,1.269031940032324179e+01
8.967000000000000000e+03,4.304672100000002014e-05,2.430194340203635875e+03,1.193244701854466001e+02,4.059460937499999922e+00,1.855637168884277433e+00,1.267359182337212786e+01
9.016000000000000000e+03,3.874204890000001881e-05,2.430166021410105259e+03,1.193903137273249371e+02,4.048626171875000068e+00,1.835807037353515803e+00,1.267941220591763773e+01
9.065000000000000000e+03,3.874204890000001881e-05,2.430112408672500351e+03,1.194238725097401215e+02,4.025296484375000539e+00,1.818065261840820401e+00,1.268227522196399804e+01
9.114000000000000000e+03,3.874204890000001881e-05,2.430006467682346283e+03,1.193851873765056979e+02,3.990846093750000101e+00,1.801459312438964844e+00,1.267820779265199072e+01
9.163000000000000000e+03,3.874204890000001881e-05,2.429886459731808827e+03,1.192980318819907097e+02,3.940775000000000361e+00,1.783596038818359375e+00,1.266859836108864812e+01
9.212000000000000000e+03,3.874204890000001881e-05,2.429803853161633469e+03,1.190025995311974185e+02,3.856132812500000284e+00,1.768305778503417969e+00,1.263933032083506447e+01
9.261000000000000000e+03,3.874204890000001881e-05,2.429807139385130995e+03,1.192190014761322345e+02,3.869073046875000088e+00,1.749605178833007812e+00,1.265988133256978898e+01
9.310000000000000000e+03,3.874204890000001881e-05,2.429676624067989451e+03,1.190791559355300109e+02,3.809400781250000367e+00,1.733274650573730646e+00,1.264546931086208303e+01
9.359000000000000000e+03,3.874204890000001881e-05,2.429604254897345527e+03,1.189574726568950638e+02,3.749091406250000258e+00,1.716381645202636808e+00,1.263293709260631204e+01
9.408000000000000000e+03,3.874204890000001881e-05,2.429582967144116083e+03,1.191577692506926240e+02,3.777113671875000023e+00,1.697641754150390758e+00,1.265217905520132646e+01
9.457000000000000000e+03,3.874204890000001881e-05,2.429445928606960933e+03,1.188446264533032064e+02,3.685988671875000122e+00,1.682775306701660201e+00,1.262114849868940780e+01
9.506000000000000000e+03,3.874204890000001881e-05,2.429582271774486344e+03,1.188667246360711971e+02,3.661385546875000063e+00,1.664697265625000089e+00,1.262230191302487015e+01
9.555000000000000000e+03,3.874204890000001881e-05,2.429511071340021772e+03,1.191217246287819194e+02,3.691257421875000055e+00,1.644453430175781383e+00,1.264634783780907235e+01
9.604000000000000000e+03,3.874204890000001881e-05,2.429451993119053895e+03,1.191687458814320451e+02,3.694271484375000192e+00,1.628028869628906250e+00,1.265094796769014884e+01
9.653000000000000000e+03,3.874204890000001881e-05,2.429212124301875065e+03,1.187253344969195155e+02,3.555147265625000053e+00,1.614800453186035156e+00,1.260687382952461455e+01
9.702000000000000000e+03,3.874204890000001881e-05,2.429274148951357347e+03,1.186674222184809366e+02,3.528755078125000111e+00,1.598379230499267667e+00,1.260065641598569641e+01
9.751000000000000000e+03,3.874204890000001881e-05,2.429132095767831743e+03,1.188586363293925672e+02,3.544935546875000121e+00,1.579922771453857511e+00,1.261855872014929858e+01
9.800000000000000000e+03,3.874204890000001881e-05,2.429145214318496528e+03,1.189165382606479398e+02,3.541706640625000180e+00,1.563523769378662109e+00,1.262401710789494302e+01
9.849000000000000000e+03,3.874204890000001881e-05,2.429022389921135527e+03,1.186981272592343544e+02,3.465184375000000205e+00,1.548211956024170055e+00,1.260180974382178221e+01
9.898000000000000000e+03,3.874204890000001881e-05,2.428956747073398219e+03,1.186186535111471727e+02,3.428387109375000019e+00,1.531729984283447310e+00,1.259338551474765033e+01
9.947000000000000000e+03,3.874204890000001881e-05,2.428985793550241397e+03,1.187154065241218177e+02,3.433459374999999980e+00,1.514952468872070357e+00,1.260231817153251477e+01
9.996000000000000000e+03,3.874204890000001881e-05,2.428935182359344253e+03,1.186463678201096030e+02,3.402731640625000331e+00,1.499056434631347745e+00,1.259468781508098800e+01
